ID,Name,Country,Type_of_Content,Average_Views,Revenue,Primary_Game
4xvofxjx0gopdiorxb6hxck1ffinxb0f,Sam Woodward,United Kingdom,Long Form,8179915,2257.65,Surviving Mars
n4p0l58jqs21ot0aw2059zygcqwhr1e0,Renee Mendez,United States,Short Form,83707,22.53,Detroit: Become Human
ntl2ug05wh23gxrirjutfvj839ag77q9,Dario Santorio,Italy,Long Form,5648827,1444.44,Moving Out
xrl2dmtg2tmo4ocrnrd00hkz96u4oo1e,Carl Petersson,Sweden,Long Form,427856,91.77,The Sojourn
4aqyj5rgoqtq6gbvc9pztrv5jwl3ydot,André Albuquerque,Brazil,Blogger,547534,17.73,Gorogoa
otn0n0oqwjs5m89463e3hkyirkkbsl2g,Mark Watkins,United States,Short Form,66855,8.01,Red Dead Redemption 2
b0f7whndru4le563s9l673junbkx0xd0,Curtis Smith,United States,Blogger,1941,0.2,Dishonored - Definitive Edition
v7fjiq0bqnv165kx9k4r9c9et9dk9qws,Jean Bouvier de Faure,France,LiveStreamer,215793,44.26,OVERPASS™
1i2ul7gga08aw84xpliyzmtl7zfvl4uh,Jung Hye-jin,South Korea,Blogger,43354,7.25,Rescue Party: Live!
z3rsfnwftq98ym8f92x7nifgnpgr8p8n,Guy-Olivier Renaud,France,Long Form,7655010,1683.78,NARAKA: BLADEPOINT
00ytz1kxml4m6yf06it7o2cvpqlzursy,Suzuki Yuki,Japan,LiveStreamer,45737,7.47,Mundaun
2r822mw8pndsep5wmnvqq1jyot59he2a,Wishi Agrawal,India,Long Form,14217,2.0,BIOMUTANT
48tr8bzhq0tlspqshp9cvv0bz20907sn,Adamo Caccioppoli-Fantini,Italy,Short Form,529073,83.08,Superliminal
a5b4l6hfh4n6v3rzkdu6fotwftq9y69x,Laetitia de la Boucher,France,Short Form,403770,51.71,Halcyon 6 Starbase Commander
2ddziybhii4a4trfo87xio4zlgf6umkk,Josh Bell,United Kingdom,Short Form,352331,99.27,Far Cry®3 Standard Edition
07aj7bew6mgbh6c3xcvmw9jaf92dqu0l,Christopher Pitts,United States,Long Form,3909,1.02,The Unfinished Swan
z6tegnmvlkkvf9unzvykvhvze4h6q64j,Karen Rogers,United States,Blogger,48465,7.21,Those Who Remain
hx0wqan4ajnq9pcacjcmqlsdvxqk9uf2,Victoire Brunel,France,Short Form,257668,49.53,Amnesia: A Machine for Pigs
wrpy8h7ututzmunt7vxzsj3y5e5s40ob,Erin Wolfe,United States,LiveStreamer,2178,0.7,Aztez
1k4o27evcnqiyftlxbwlwm5jlsbolqki,Choi Seo-yeon,South Korea,Long Form,12717,2.36,Scourgebringer
wuvwkcy25dsryswe7mdxauj8nt5z1ap4,Shane Martinez,United States,LiveStreamer,3189,1.9,Franchise Hockey Manager 8
jv70n9omuov0qg5ylq4lcv4m728bhbex,Robert Tapia,United States,Long Form,172021,60.25,Rebel Galaxy Outlaw
tspixcd55yibz9k5fgyhfibx1jfe92o0,Jordan Watson,United Kingdom,Blogger,75862,11.25,SAMURAI SHODOWN NEOGEO COLLECTION
0a4xcujwlgwj5ae2jinn2m5wqj2py6w9,Zaira Galiano Portillo,Spain,Long Form,4861427,1617.77,Anno 1404 History Edition
0gd5n0guql27lih6d07cpg590wbkp48n,Quincy Issac,India,Short Form,954032,142.23,Immortals Fenyx Rising Standard Edition
yar63x5ulzzix2soth4mvkqe4dwz79hl,Katie Ford,United States,Short Form,191144,41.32,RiMS Racing
z9hhm5wkauxgilumqw4cz521s8njukft,Benjamin Mendonça,Brazil,LiveStreamer,217634,56.5,Edge Of Eternity
uoja5enp2wa6m96m5u2tlugg01loi4p2,Helen Hardin,United States,LiveStreamer,437885,146.72,Far Cry 5 Standard Edition
9ri45vn672gwh1retmefo486pvynwyrj,Michael Collins,United States,Short Form,35311,5.84,Prison Architect
8x8zuuz87pmh43crzqoh1ev0p45kp9hi,Han Ji-woo,South Korea,Short Form,42735,6.17,Warframe
al1ei1dgskgobkfgojfc718f8uvcx87z,Jeevika Deol,India,LiveStreamer,46982,15.89,Foregone
eyuhz1gv0e38daly8ozcywd14ve92mpn,Amber Perez,United States,Long Form,34158,10.51,Mechwarrior 5 Modding Toolkit
lgzagb7cu6bb02c16ft0gpdqjaux1vkq,Donald Hobbs,United States,Short Form,3700,1.11,UNO Standard Edition
664l90fxv2yrelzawr7zj8fn2be6oorm,Francisco Trub,Germany,Long Form,753628,215.73,"3 out of 10, EP 3: Pivot Like A Champion"
5ehlh07jr8mtk0rsoggy5kov1l28r5p0,Douglas Heath,United States,LiveStreamer,133559,45.04,2064: Read Only Memories
uiwtcq32fuubqe986eux4x47mcwve8wy,Monica Pisano,Italy,Short Form,788639,188.15,MudRunner
9n1d6dzbc7qk4k6ilsidbx287gt76i3h,Krzysztof Dąbkiewicz,Poland,LiveStreamer,236786,51.97,Subnautica
cv4ftt0t3kum34777w6fmge470cltt82,Aleks Boksa,Poland,Long Form,34173,5.73,Black Book
p9teayflpbwtdg67rs77x7cfdjh1y3me,Colette de Morel,France,Long Form,7234,0.83,Ghostrunner
rzzc5dp4se5t42pekhyw7vmyni4z1pc0,Dr. Douglas Ward MD,United States,Long Form,22610,3.13,Dead Cells
503pddxio33o9zi98wdcrg3t4worgjkw,Maria Olsson,Sweden,Short Form,101575,12.73,Let's Build A Zoo
hr62rarxy0dj4d3y4dlyldxivjnxe9an,Ira Chakraborty,India,Short Form,941806,143.95,SUPERHOT
8li1333xmoj4wuewp9zggdh8eog3malv,Kelly Lopez,United States,Short Form,5863192,1053.6,Skate City
eelglaf7kel27vxdbjkefvb13hcuozrf,Hwang Jun-ho,South Korea,LiveStreamer,30004,9.75,AXIOM VERGE
7f5xxd3svr42p7rmcno045j1zt3o4zye,Diane Lawrence-Lees,United Kingdom,LiveStreamer,627443,210.38,Mafia III: Definitive Edition
rnlron0qefaluuwye6hgqrbjaone48m9,Watanabe Akira,Japan,Short Form,25238,7.38,OHDcore Mod Kit
7p4c3pacwqdmyyqg116qq2kdh1tnhr4n,Rachel Miller,United Kingdom,Short Form,21416,3.27,Big Pharma
ffqokvc4gtjs1a5ugxbrytivr40dm9if,Brenda Thornton,United States,LiveStreamer,30299,11.06,CARRION
ceaae5ezfrxymm2798p7prjhhzh139q0,Ridhi Kamdar,India,Short Form,84916,14.48,Far Cry Primal Standard Edition
t90syho7s54hr8vn8ky7loaq63gq8mg6,Ikbal Saha,India,Blogger,248404,30.04,The Red Lantern
jxbowb5ofil234r0ogesvjwzgiwiwl22,Ito Yuki,Japan,Long Form,5630441,568.34,Farmer's Dynasty
m82muxqhk2cs96kluu02qhicvjgg9l1x,Tanaka Kenji,Japan,Short Form,6648954,894.44,Sonic Colors: Ultimate
ps73ilobrso7gqt5zt6qv8qdgaxi1g9o,Nakamura Kenji,Japan,Short Form,92375,11.1,Fez
c4y4iyl51yp0opx0bht1kr6iivqxyjhr,Kim Hye-jin,South Korea,LiveStreamer,394348,105.43,Falcon Age
095uhgcrkfkj6xhpd3bgnpyhrfozg7fb,Hagen Hendriks,Germany,LiveStreamer,6624078,1712.81,Death Coming
unanewe64fvf2xicrwwfbiwwh3h7f0j7,Choi Ye-jin,South Korea,Short Form,18985,4.38,Darksiders III
ffq85cg7a74fv0ukx5dwtbxga9btds8y,Scott Fuller,United States,Short Form,39027,17.34,Shadow Complex Remastered
r5la3ug7ykovfzkijnvlghsn6mafyb0q,Joseph Flowers,United States,Short Form,416255,56.63,Fuga: Melodies of Steel
ynlckllzssxon55v6j9rufivipv8mswr,Gina Mills,United States,Short Form,32700,3.46,Arcadegeddon Early Access
xcx1w80wiixrrmvcdwx9my4i11de1yu9,Jennifer Deleon,Australia,Blogger,2134,0.25,Beast Breaker
xb4fhtlejb4ed80oaj4ysfqpa5ga0qvv,Darlene Johnson,Australia,Long Form,55696,25.43,Lost Words: Beyond the Page
7t39ljccuvu4hdpbza5xdvtma2oik2zj,Ísis Nunes,Brazil,LiveStreamer,32298,8.16,The Sojourn
jxp1ui8dyn9ywt15jenx7wmqay4rgim8,Guillaume Fleury,France,LiveStreamer,2731555,520.21,Conan Exiles
4d9rtb2yptdza06on5ko0kx8t30o7xky,Sato Kaori,Japan,Short Form,990059,171.36,As Far As The Eye
d643j2x9a6tdv9rruhcu5m767jez24wp,Takahashi Takashi,Japan,Long Form,422621,69.72,The World Next Door
r97z8eru66cmn0z5b7exsdwc4kqrwx46,Eggert Nerger,Germany,LiveStreamer,36881,16.0,HammerHelm
h1bszsci6diou6ugsriuvs8hr1vdzk83,Daniel Maldonado,United States,Long Form,146177,27.82,Satisfactory
b62gwytx86jrndjw5bfvfuip63k23n0g,Frau Rena Süßebier B.Eng.,Germany,Short Form,486294,123.1,WHAT THE GOLF?
dzukgbrg4q9wcpxbf9xf3ywq6m3m1nvx,Lucas Riou,France,Long Form,96856,15.32,Assassins Creed Odyssey Standard Edition
fgg30jsep8ofyyo83e58v2izc86ze6gi,Margaret Bailly,France,LiveStreamer,183645,51.23,The Unfinished Swan
kl7qz4hkv4zw60vcr567r2cf2r8xiiky,Lee Ye-jin,South Korea,Short Form,17045,1.78,Sherlock Holmes Chapter One
a50g78a03w5ep7n2hkieix6gc16fxzsg,Kirsty Davies,United Kingdom,LiveStreamer,560651,177.64,The Binding of Isaac: Repentance
lmcakhden2esqp278wdw4a3pbsmj9x1h,Kim Ye-jin,South Korea,Short Form,42199,11.54,Air Missions: HIND
y777t3aoabwzwhdg4mma04365kywlsmr,Samanta Corral Molina,Spain,Short Form,431090,88.16,Where The Water Tastes Like Wine
8ybm71pmeoawpd8z1qxfiaetni12j4ea,Tamara Köhler,Germany,Long Form,21998,6.62,KINGDOM HEARTS HD 2.8 Final Chapter Prologue
ktalydiszrr1juvjk9t8x65z3f1o508d,Sylwia Szczepaniec,Poland,Short Form,477132,34.5,Lifeslide
b6zjgub6xjjere1g1eg1i06aiwxest02,Srta. Camila Borges,Brazil,Short Form,227762,29.26,Magic: The Gathering Arena
wwsbeoobi4ot26so59entjxjp5eenmrr,Kelly Gordon,Australia,Long Form,311852,68.74,Roguebook
iyty94q4e2opanz99jkpw4uscpf5kjir,Sarah Brooks,United States,Long Form,244611,108.15,Layers of Fear 2
hd4y89orvscyozpnamlquh50opf060o4,Margaud Faivre du Raymond,France,Short Form,876982,188.96,Freedom Fighters
rvigftpbgg42mfthgnrkns0kmv7tu2am,James Manning,United States,Blogger,3309198,424.16,Hextech Mayhem: A League of Legends Story™
iweirkrim9weribv8ni1gexv6r1td8df,Kim Min-seo,South Korea,Short Form,180793,22.93,Metro Exodus Standard Edition
23pace2f346zssjnj8th1pqua2f9to0w,Vittoria Blasi,Italy,LiveStreamer,232797,70.93,Marvel's Guardians of the Galaxy
knckonrhhkycq2ygynkiv90h7jajltuv,Donna Hawkins,United Kingdom,Long Form,176626,44.8,Night in the Woods
r9tvo5cqpowjw66ynqnxwpf3yzvu1lqw,Robert Fournier,France,LiveStreamer,37430,8.66,Falcon Age
4s10jgmk6srninkluedhde7ddeqnx6iv,Murilo Costa,Brazil,LiveStreamer,106125,31.18,Rogue Lords
9xk2j2r24g4zrrp52i7zc7bkski19ur8,Matthew Greene,United States,LiveStreamer,148514,52.59,Stranded Deep
o46q2fko7dirgzwcz9nc512zz50v2w52,Sato Yuki,Japan,LiveStreamer,38956,9.22,NBA 2K21
6ezsc4l77mlj2h92pw2b0u9ie5mugjo3,Martin Oconnell,United States,Long Form,3547578,492.8,Far Cry
j0xfehxq28czrb1oo4c8aa3wmbbqmtxl,Cindy Smith,United States,Blogger,9963163,1028.55,Wattam
eqw4iz7g7giaps9n4ik7stpa6f08306z,Joshua Vasquez,United States,Short Form,31331,5.34,Shadowrun Returns
895na2fqztio4m7pp0pnnlo0hhgh5xw6,Casey Anderson,United States,Blogger,36927,4.81,Control
zbuv68tzs2yqs6uwbamg4pwv700qni7b,Ojas Dyal,India,Long Form,182013,34.61,Loop Hero
n40w7d53o9y7iydwdxx5huosgprsruey,Kobayashi Takashi,Japan,Long Form,657142,256.76,Mortal Shell
w4h2incu3r8958f8ejn23w5h87znuvnu,Kevin Gray,United States,LiveStreamer,13910,5.22,Beast Breaker
hzedcj9zqnkyp1m2vc8bzbo3fasemuhj,Bhavya Johal,India,Short Form,31718,3.21,Mafia II: Definitive Edition
q2xjssae1pbt1q279izv51q1pab1jrvi,René Collin-Aubert,France,Long Form,27948,10.78,Tom Clancy’s Splinter Cell Double Agent
8yhwajgp51clc0e58dbvkfzyrj33esr0,Samantha Jacobs,Australia,LiveStreamer,325485,122.9,Ranch Simulator
flspqhmx56xq9f53pi2w0sa3e1u9qp0t,Hwang Min-seo,South Korea,LiveStreamer,47402,12.2,Redout: Solar Challenge Edition
atxfrbq6opl4zglgree8g7sz2ur9skoc,Park Hye-jin,South Korea,Long Form,37830,9.66,Hell is other demons
6oafazhuf5mevzs1zdfbv56dyy6zhafo,Joana Caldeira,Brazil,Long Form,16419,2.36,Mages of Mystralia
0t19puewgc33koguoxtp2nffmqfeeyzh,Paulino Mesa-Gallardo,Spain,LiveStreamer,214267,32.26,The Jackbox Party Pack 6
sw1d31y3wi0dwcgy6dyv7q32oag8ce7j,Ekta Rau,India,Long Form,22256,3.95,Fell Seal: Arbiter's Mark
k5qs49mvk8s7jyrigg48ftlt7pa46iw7,Roger Armstrong,United Kingdom,LiveStreamer,39186,9.72,Whispers of a Machine
mw4v1fj2aoy2xdeyw1tcfi4plmvk5sgc,Jessica Ross,United States,Blogger,791923,178.46,At Eve's Wake
sse8bj6whz711lcgklkj6wge98ely5lj,Emily Gray,Australia,Short Form,118096,21.95,Squad Editor
tg1m8xfdjgf1c8wquuy5x9l8lpqw2vmc,Michael Carlson,United States,Short Form,31260,6.76,DCL The Game - Track Editor
85l1g1d2gqzvz10zk2edzuilq8l02i7h,William Lindsey,United States,Short Form,523776,167.43,Jackbox Party Pack 3
fmq6i4bhmyx2ppqla1g0r6w6nch4h9cg,Arnaude-Sylvie Leclercq,France,Long Form,17593,5.51,DCL The Game - Track Editor
aybdtn0abmkry7iygc9g6q62rxyx4miv,Kimberly Mitchell,Australia,LiveStreamer,6390371,2822.37,Alan Wake’s American Nightmare
57r7o0y7lpsv0fhsoi58bdytgxu007bb,Kang Hye-jin,South Korea,Long Form,214397,54.91,Icewind Dale: Enhanced Edition
p9ri0ni36m4d86l81ikurm0p0e2nh4qn,Nataniel Wiewiórka,Poland,Short Form,628440,76.83,Bonfire Peaks
vpfo4uurc0wx4eiot3nrky7upgm40v36,Phillip King,United Kingdom,Long Form,377876,108.04,Europa Universalis IV
0som4g53mrhmhxueaqm7fqyug28a7htz,Daniel Smith,United States,LiveStreamer,42511,18.32,Pikuniku
m9tp2kqdt1s9j3mvolhbflfb4x3oovxj,Dirk van Dokkum,Netherlands,Long Form,108273,24.62,OCTOPATH TRAVELER™
bvis9xesnr8cl26vjafem703hvj0j9mv,Letícia Brito,Brazil,LiveStreamer,45387,5.75,ChromaGun
r1z7xlx0an96ay3ypja15xsnqbnf996n,Michele Brady,United States,Long Form,7293,3.93,Stranded Deep
ojgfhz52qzskhztgbibf57j2xi3tamvn,Lee Wong,United Kingdom,LiveStreamer,6455,2.87,Prison Architect
1e3dyywzl0ozt4lh19l8oexntjw3x8gg,Donald Medina,Australia,Short Form,4269102,414.72,"iHeart: Radio, Music, Podcast‪s‬"
r99lsnd6tld858a5ey2ba0zye8n5mbm7,Takahashi Takashi,Japan,Short Form,118431,15.94,The Flower Collectors
gibbuapmhhcwo1b7xghrd00qb1g8f0dw,Sra. Cecilia Fernandes,Brazil,Short Form,1065,0.25,UNO Standard Edition
d2qlaw8f52k1d1gnt9zsuv41amisu1o6,Kang Ji-hoon,South Korea,Blogger,29059,3.74,Gamedec
c2r07lp7dfjcp0tlz1xgpxahkudiz1xe,Judith Aguado Ortiz,Spain,Long Form,205718,59.97,Crashlands
gq6srp7b4hjkwbjpclmsp94rwgkg5khl,Louise Lemonnier du Bourgeois,France,Short Form,530305,121.96,Days Gone
xz4qc6km6cbm89rl7snxin6y8qnobvdw,Faqid Wason,India,Long Form,702243,91.32,The Riftbreaker
4138r6et9vg4oneoma9k0byzox30pajp,Aishani Varughese,India,LiveStreamer,28476,7.81,Jurassic World Evolution 2
k6r7ijz0znfu71v8kart8ytoiplxw7jw,Abbie Greenwood,United Kingdom,Short Form,242388,54.22,Warframe
oeultmd3bpeqprvilap1j55cuk5x6g2k,Nitara Jani,India,Short Form,33337,6.95,Spellbreak
fc7ih8uccca8wm9licyalpu3v4wwyzoj,Ito Yuko,Japan,Long Form,11947,3.56,Zombie Army 4: Dead War
wpxs8dqe05lvpf7j5olvor71y3ovqzfw,Michelle Lambert,United States,Short Form,218758,33.91,OCTOPATH TRAVELER™
mrxgkuxzh37la8va3ag8duo7gsg9yi9t,Christian Hobbs,United States,Long Form,206050,64.6,Dauntless
05sc51sj92ieuyqztl5gkf613tazsn0w,Kwon Ye-jin,South Korea,LiveStreamer,4064,0.78,Road 96
ewfkf5tdmh1jtt3e1vpvhwgszjey6a19,Miss Beverley Wheeler,United Kingdom,Short Form,45954,12.96,Rebel Galaxy Outlaw
its7vxabodzckesm9as541zs86bcb3uu,Ronald Butler,United States,Short Form,16849,2.19,Mafia III: Definitive Edition
i8aqoxlpdc2rb2i18aeedo4sybl88e6g,Watanabe Yumi,Japan,Short Form,559920,49.47,Death's Door
ju3ue46neoazuvitay1v9l29ldvvoc7p,Hilary Brown-Kirk,United Kingdom,LiveStreamer,11563,3.38,South Park™: The Stick of Truth™
mlg5v0wanbb9qs66szsp271hessw0yy9,Joep van der Laar,Netherlands,Short Form,10888,3.23,Murder by Numbers
nt68sli2zk0kne5yso0wp8x31pjcoy9i,Frau Janet Lindner,Germany,Long Form,378157,91.79,Bee Simulator
lbsungkhvlucnj0hyl77vlqu017wtp0k,Yamamoto Yumi,Japan,Short Form,106311,24.46,Carnival Games
eyws2u6hhgcrjpjqld3aregz5ipu69ee,Aneta Röhrdanz,Germany,Long Form,473234,89.6,Crystal Crisis
sczlcoj2s3jt4f7cv59q4qxeodfwszej,Erika Höglund,Sweden,Long Form,79599,13.56,Salt and Sanctuary
edel4b7t032syu2w5h5rj74w0usp5fl5,Guilherme Castro,Brazil,LiveStreamer,453649,106.56,Truck Driver
kmb30i1ww4pwkzq3hfrj5zffdilaosyx,Yamamoto Hiroshi,Japan,Short Form,6999172,2166.71,EA STAR WARS™ TRIPLE BUNDLE
hx488zp7hqmwtiyc9uqby48tr9hlw2eb,Nilima Pillai,India,Blogger,88507,15.05,The Count Lucanor
1loap1kfv44u3wo2q66bzad1zwaehxiz,pan Paweł Duży,Poland,LiveStreamer,108664,41.47,Scourgebringer
n70o9sz3azxjaoagk5gao14hxumopbgi,Kato Akira,Japan,Short Form,44931,8.91,Shadow Complex Remastered
57emx14gp9esg35l25pawko3hdz4ois9,Emma Blackburn,United Kingdom,LiveStreamer,617553,158.94,Buddy Simulator 1984
crs74gi8ipwcpdbaxntmlsip064nf6y1,Ekapad Gopal,India,Long Form,32882,3.44,Conarium
dd686ofj5palbd67gf9nhznfw4z7ycjz,Melanie Mckinney,United States,Short Form,66745,16.85,Mount & Blade II: Bannerlord
lebx3ke1fqgux3bekidukqw2w8hdgokm,Kato Kenji,Japan,Blogger,578525,87.02,Warface
xig53knamw7pvqklv1wky11ml0xdatrv,Amanda Holland,United States,Short Form,17689,3.31,Genesis Noir
8brhq1fnttuyshcjqt2javyejl0ti4nr,Yuvraj Kara,India,Short Form,3194,0.69,Rescue Party: Live!
uyj3mjuu4vk5vwxeergce6lkcgfy44sx,Arthur Charles,France,Long Form,4668513,1042.11,League of Legends
thlqh7ppcaduvl911zsb8lv6tx0tbkg8,Megan Le,United States,Long Form,63746,31.37,while True: learn()
cxu1cxx3lnc304nwf222gtlvu53y15ca,Heather Bennett,United States,Short Form,81622,13.16,Solitairica
yci2so2jqxdp21tsv7kvl11o64s1ytny,Harshil Balakrishnan,India,Short Form,765068,164.86,Swords of Legends Online
6dfh9z3fbganbm8czhfwqa36sl78o19g,Madeline Rogers,Australia,Short Form,620468,50.39,Unbound: Worlds Apart
dlrn17g4qmkna9ipfw89jg8iqn5cliv6,Jonathon Parks,Australia,LiveStreamer,188481,35.94,South Park™: The Stick of Truth™
lg6caz4qeb1i4skaroatezfoa4tzmzv0,Alisha Byrd,United States,Blogger,634921,122.69,Trackmania
70aaii7l6vzl4h6u47y3pbwe9cl2wwkv,Slobodan Beckmann-Stahr,Germany,LiveStreamer,5086,1.3,Limbo
886n7hmqdmj9ixs6ld2t8yfotux6j1yg,Ing. Edeltraud Adler B.Sc.,Germany,Blogger,9593659,1605.45,Port Royale 4
qg6tuq54x1i5482q78e5sfe0x7h2cpcc,Dr Stewart Jones,United Kingdom,Blogger,10277,1.84,Legend of Grimrock
q717y5gise6jn59c4jvmxcj0ijlmaefc,Krisha Kapoor,India,Short Form,211762,36.35,The Legend of Tianding
exlxxe0kv868w6np8b01rjzx5ryr2joi,Reiner Mitschke,Germany,LiveStreamer,964396,199.48,Shakedown - Hawaii
f5v7ijtl48ornrfj6ns395pavh9ks02q,Matthew Bates,United States,Short Form,4659800,780.22,Kraken Academy
ndycpn0p1xs910baf4jgq6cn8siwmzap,Bahadurjit Patla,India,Short Form,114429,10.84,Universe Sandbox
d3cv0l5c098jrpg739zobzoujj30tldo,Ganga Gaba,India,Long Form,305283,52.85,Might & Magic Heroes 3
ic0oqf8rm9iilaof4ogjcj5doh59g5hg,Jessica Davis,United States,Blogger,35614,2.93,Mechwarrior 5 Modding Toolkit
z5mu2ahng7bto4ga7oc2u6edyka2qfnq,Ito Yuko,Japan,Long Form,122282,40.6,Sunless Sea
6so049rgacwaqaur58x9qyxwl9615pay,Ayaan Raju,India,LiveStreamer,120395,26.12,Everhood
w0z69izxwr5rfenk6cnguhjjwrt0b41h,Takahashi Yuko,Japan,Blogger,38714,7.08,Franchise Hockey Manager 8
o4cft1a1r1t0yh9goz2l94bvcdl844a1,Ronald Welch,United States,Long Form,420488,136.83,Neon City Riders: Super-powered Edition
440g78xwztatr74fvyxpo2iqn0lfjhav,Visitación Barberá,Spain,Long Form,39495,7.4,Wolfenstein: The Old Blood
8ga7xum9tn5fb8yfnzq7i7dabxfv74gb,Korinna Müller,Germany,LiveStreamer,507356,265.74,Lifeslide
epstj5gz3mvc1zt1x8rmmmjbe2i2c3x1,Stacy Carter,United States,Blogger,61324,5.93,Might & Magic: Chess Royale
dvbmh08bfzmsae6t36wxsuif352wrmqg,Aylin Moet,Netherlands,Long Form,49713,13.14,Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure
js8mcpibw0bvxgidztb26ytmxtinsiw4,Geetika Babu,India,LiveStreamer,103112,20.64,STAR WARS™ Battlefront™ Ultimate Edition
rbhyggyh2bv8btvex1sy89yt413n67fr,Amanda Griffith,United States,LiveStreamer,25502,5.47,Outward
hsu1giq05pmyfkzc7c53dote3nzlwqt4,Ekbal Singhal,India,Long Form,7878297,1536.87,Carcassonne
3ciwvwh1lnr05aurdhu9njbw92r9351j,Univ.Prof. Fernando Stiffel,Germany,Short Form,151234,41.12,Luna's Fishing Garden
z99hh4rwb45d5kgf39wf58yj9ohnjypo,Takahashi Yuko,Japan,Short Form,72285,14.71,Farming Simulator 22
n4upx7wn10wcxycyjnyhpizctvp34qt3,Jonathan Clements,United States,Long Form,20186,4.95,Icewind Dale: Enhanced Edition
dj6i7mrdt3wudar5b5n68g4irynp44g9,Honoré De Oliveira,France,Long Form,4596120,861.94,Skate City
c54x6rl5qr4ffo678e9dug94mdrd2fxl,Cécile de la Merle,France,Blogger,99280,8.34,Beyond Blue
eupmswrx6561esvquwjhusrfsaqcqmqm,Aryan Gola,India,Short Form,15446,3.73,Clid The Snail
gdto83ftyzs4jsompxxdzt8779ytgnd2,Holly Jimenez,United States,Short Form,6300446,1314.08,The Walking Dead : The Definitive Series
tm1cd4zyefg5odhdgqnxskyz86iosa6s,Mr. David Hopkins DDS,United States,LiveStreamer,53070,14.83,Nemezis: Mysterious Journey III
t1g3fh6ivdv5syrql8ux5iuy97ii6zgm,Tommy Hood,United States,Blogger,95216,24.69,SpellForce 3: Versus Edition
llqhrkmrfsf7akn207kioaypyemnnpik,Dillon Jones,United States,Blogger,47178,6.88,Tom Clancy's Rainbow Six® Extraction United Bundle
ct9v76sbgots5d3blcw9re1cfityfi7r,Shannon Jones,United States,Long Form,123691,34.9,Blaster Master Zero 3
t4nh9rxgcz2arn32ttvwppccy5kxmndx,Lee Dong-hyun,South Korea,LiveStreamer,189358,34.39,The Medium
2uw305purq5wniai4t1s1hvdiyrm1ki8,Antoni Truchel,Poland,Long Form,9211756,1046.29,Shadow Complex Remastered
sje4fmqvmkhbkuuof3ooo5qqfs40gw0w,Patrick Valdez,Australia,Short Form,45591,3.98,Beast Breaker
0snstgf7divzgzu2nacoxc3d1hfq4gsk,Watanabe Kenji,Japan,LiveStreamer,483661,106.34,The Medium
s5137aiqzzlh04s9dh7wy1u6xwhk1mf6,Kang Dong-hyun,South Korea,LiveStreamer,29455,4.37,Chorus
zz1869g492chs7sss3rqcbubv8x1a7w9,Kang Dong-hyun,South Korea,Blogger,473250,86.67,Hell is other demons
4s25r2a3pmjpv567gf1fp9t490ads7mk,Adrienne Miles,United States,LiveStreamer,49163,15.07,Knight Squad 2
evw6xq3cdnyy15pdtb3gll6bwlqc66ax,Tammy Mendoza,United States,Short Form,142105,25.18,Superliminal
qfqe6rp9uqezfmhk403uxh9a1g7irdlk,Jamie Sharpe,United Kingdom,Long Form,228426,37.99,Shadow Man Remastered
sa3j8ri8uy5fnv177iw6s8pc0zbnt1uz,Dawn Little,United States,Short Form,46205,8.02,DRAGON QUEST® XI S: Echoes of an Elusive Age™
x7eacap409pwgtcnlaj3jr0owz0opww6,Gotthilf Mielcarek,Germany,Short Form,204647,50.61,Wilmot's Warehouse
12s49h3g79hu2ggu815bryqpenpdkz3a,Roger Lesage-Weber,France,Long Form,11333,3.19,The Town of Light
su07jmbmcz79nj9mrk37ksvkgmgpf4lx,Dott. Elisa Faranda,Italy,Short Form,12529,3.14,SnowRunner
9f8p47d9gb9xv8wobiry8xny2x15xjxn,Elizabeth Perkins,Australia,Short Form,8864,0.92,NARAKA: BLADEPOINT
jvdvpkr9vmfwhrnok1oklqjfnpux79gt,Edwin Weinhold,Germany,Long Form,6154,0.73,This Is The Police 2
wk5wvl1lctfcg1ulyq0epbnndjelfqja,Édgar Calzada Roig,Spain,Short Form,248631,25.09,The Escapists
t64vz90hedmamkrq2v73zkr3db8uo5ny,Jessica Gray,United States,LiveStreamer,142038,37.24,Costume Quest
zcymo2ku6zzxxdun3vj7zx6o1yd3o5jl,Daniel Björkman,Sweden,Blogger,45187,7.93,Hellpoint
tcypjbqslf4txgo1dkcq4l3ku5vcnrxz,Amanda Sharp,United States,LiveStreamer,179195,44.47,Pascal's Wager: Definitive Edition
ia793vopwc3qsmxjjdq1cpfchmeqvc71,Brian Navarro,United States,Short Form,34760,13.52,Oddworld: Soulstorm Enhanced Edition
6jyidr6x0accho6v8co2jep91oxjcbyh,Mary Hodgson,United Kingdom,Long Form,12989,1.77,Paper Beast
iq3a0u4rmas35xj5td4c8a1yhyktxt2l,Yamamoto Takashi,Japan,Short Form,122194,28.62,Cities: Skylines
yadlh2u4bv7hpe78wlfb61d2wh6xprer,Dr. John Ramirez,United States,LiveStreamer,557404,98.82,Tom Clancy's The Division
yfcksym89yhh5idziit2ykn58g62e488,Alice Lee-Rogers,United Kingdom,LiveStreamer,4900,0.88,Ironcast
lab0qm6ut6fizhjmxsnwer8zdxhyou5m,Kazim Thies,Germany,Short Form,14782,2.51,Ghost Recon Future Solider: Ultimate Edition
